,SalesOrderNumber,SalesOrderLineNumber,SalesReasonKey
33027,SO62605,3,1
33028,SO62605,4,1
33029,SO62606,1,1
33030,SO62606,2,1
33031,SO62606,3,1
33032,SO62608,1,1
33033,SO62608,2,1
33034,SO62609,1,1
33035,SO62609,2,1
33036,SO62609,3,1
33037,SO62609,4,1
33038,SO62610,1,1
33039,SO62610,2,1
33040,SO62610,3,1
33041,SO62611,1,1
33042,SO62611,2,1
33043,SO62612,1,1
33044,SO62612,2,1
33045,SO62613,1,1
33046,SO62613,2,1
33047,SO62613,3,1
33048,SO62616,1,1
33049,SO62616,2,1
33050,SO62617,1,1
33051,SO62617,1,2
33052,SO62617,2,1
33053,SO62617,2,2
33054,SO62617,3,1
33055,SO62617,3,2
33056,SO62617,4,1
33057,SO62617,4,2
33058,SO62618,1,1
33059,SO62618,1,2
33060,SO62618,2,1
33061,SO62618,2,2
33062,SO62619,1,1
33063,SO62619,1,2
33064,SO62619,2,1
33065,SO62619,2,2
33066,SO62619,3,1
33067,SO62619,3,2
33068,SO62619,4,1
33069,SO62619,4,2
33070,SO62620,1,1
33071,SO62620,2,1
33072,SO62620,3,1
33073,SO62621,1,1
33074,SO62621,1,2
33075,SO62621,2,1
33076,SO62621,2,2
33077,SO62622,1,1
33078,SO62622,2,1
33079,SO62622,3,1
33080,SO62622,4,1
33081,SO62623,1,1
33082,SO62623,2,1
33083,SO62623,3,1
33084,SO62623,4,1
33085,SO62624,1,1
33086,SO62624,2,1
33087,SO62624,3,1
33088,SO62625,1,1
33089,SO62625,2,1
33090,SO62625,3,1
33091,SO62626,1,5
33092,SO62628,1,1
33093,SO62629,1,1
33094,SO62630,1,1
33095,SO62630,2,1
33096,SO62631,1,1
33097,SO62631,2,1
33098,SO62631,3,1
33099,SO62632,1,6
33100,SO62633,1,6
33101,SO62634,1,1
33102,SO62634,1,10
33103,SO62634,2,1
33104,SO62634,2,10
33105,SO62635,1,1
33106,SO62636,1,1
33107,SO62637,1,1
33108,SO62638,1,2
33109,SO62639,1,1
33110,SO62639,1,2
33111,SO62639,2,1
33112,SO62639,2,2
33113,SO62639,3,1
33114,SO62639,3,2
33115,SO62639,4,1
33116,SO62639,4,2
33117,SO62640,1,1
33118,SO62640,2,1
33119,SO62640,3,1
33120,SO62640,4,1
33121,SO62641,1,1
33122,SO62641,2,1
33123,SO62641,3,1
33124,SO62641,4,1
33125,SO62642,1,1
33126,SO62642,2,1
33127,SO62642,3,1
33128,SO62642,4,1
33129,SO62642,5,1
33130,SO62643,1,1
33131,SO62644,1,1
33132,SO62644,2,1
33133,SO62645,1,1
33134,SO62645,2,1
33135,SO62645,3,1
33136,SO62645,4,1
33137,SO62646,1,1
33138,SO62646,2,1
33139,SO62647,1,4
33140,SO62647,1,10
33141,SO62648,1,1
33142,SO62648,2,1
33143,SO62648,3,1
33144,SO62648,4,1
33145,SO62649,1,6
33146,SO62650,1,1
33147,SO62650,2,1
33148,SO62650,3,1
33149,SO62651,1,1
33150,SO62651,2,1
33151,SO62652,1,1
33152,SO62652,2,1
33153,SO62653,1,1
33154,SO62653,2,1
33155,SO62653,3,1
33156,SO62653,4,1
33157,SO62654,1,1
33158,SO62654,2,1
33159,SO62655,1,1
33160,SO62656,1,1
33161,SO62656,2,1
33162,SO62656,3,1
33163,SO62657,1,1
33164,SO62657,1,10
33165,SO62657,2,1
33166,SO62657,2,10
33167,SO62657,3,1
33168,SO62657,3,10
33169,SO62658,1,1
33170,SO62658,2,1
33171,SO62658,3,1
33172,SO62658,4,1
33173,SO62659,1,1
33174,SO62659,2,1
33175,SO62660,1,1
33176,SO62660,2,1
33177,SO62660,3,1
33178,SO62660,4,1
33179,SO62661,1,1
33180,SO62661,2,1
33181,SO62661,3,1
33182,SO62662,1,1
33183,SO62662,2,1
33184,SO62662,3,1
33185,SO62662,4,1
33186,SO62663,1,1
33187,SO62663,2,1
33188,SO62663,3,1
33189,SO62663,4,1
33190,SO62664,1,1
33191,SO62664,1,2
33192,SO62664,2,1
33193,SO62664,2,2
33194,SO62665,1,1
33195,SO62665,2,1
33196,SO62666,1,1
33197,SO62666,2,1
33198,SO62666,3,1
33199,SO62666,4,1
33200,SO62667,1,1
33201,SO62667,2,1
33202,SO62667,3,1
33203,SO62667,4,1
33204,SO62668,1,1
33205,SO62668,2,1
33206,SO62668,3,1
33207,SO62668,4,1
33208,SO62669,1,5
33209,SO62670,1,6
33210,SO62670,2,6
33211,SO62671,1,1
33212,SO62671,2,1
33213,SO62671,3,1
33214,SO62671,4,1
33215,SO62672,1,1
33216,SO62672,2,1
33217,SO62672,3,1
33218,SO62673,1,2
33219,SO62674,1,2
33220,SO62675,1,1
33221,SO62675,2,1
33222,SO62675,3,1
33223,SO62676,1,1
33224,SO62676,2,1
33225,SO62676,3,1
33226,SO62677,1,1
33227,SO62677,2,1
33228,SO62677,3,1
33229,SO62677,4,1
33230,SO62678,1,1
33231,SO62678,2,1
33232,SO62678,3,1
33233,SO62678,4,1
33234,SO62679,1,5
33235,SO62679,2,5
33236,SO62680,1,1
33237,SO62680,1,10
33238,SO62680,2,1
33239,SO62680,2,10
33240,SO62680,3,1
33241,SO62680,3,10
33242,SO62680,4,1
33243,SO62680,4,10
33244,SO62681,1,1
33245,SO62681,1,2
33246,SO62681,2,1
33247,SO62681,2,2
33248,SO62682,1,1
33249,SO62682,2,1
33250,SO62682,3,1
33251,SO62682,4,1
33252,SO62682,5,1
33253,SO62682,6,1
33254,SO62684,1,1
33255,SO62684,1,2
33256,SO62684,2,1
33257,SO62684,2,2
33258,SO62684,3,1
33259,SO62684,3,2
33260,SO62684,4,1
33261,SO62684,4,2
33262,SO62685,1,1
33263,SO62685,1,10
33264,SO62685,2,1
33265,SO62685,2,10
33266,SO62685,3,1
33267,SO62685,3,10
33268,SO62685,4,1
33269,SO62685,4,10
33270,SO62686,1,1
33271,SO62686,2,1
33272,SO62686,3,1
33273,SO62686,4,1
33274,SO62687,1,6
33275,SO62687,2,6
33276,SO62689,1,1
33277,SO62689,2,1
33278,SO62689,3,1
33279,SO62690,1,1
33280,SO62690,1,2
33281,SO62690,2,1
33282,SO62690,2,2
33283,SO62691,1,5
33284,SO62692,1,1
33285,SO62692,2,1
33286,SO62692,3,1
33287,SO62692,4,1
33288,SO62693,1,1
33289,SO62693,2,1
33290,SO62693,3,1
33291,SO62694,1,1
33292,SO62694,1,2
33293,SO62694,1,10
33294,SO62694,2,1
33295,SO62694,2,2
33296,SO62694,2,10
33297,SO62694,3,1
33298,SO62694,3,2
33299,SO62694,3,10
33300,SO62695,1,1
33301,SO62695,2,1
33302,SO62696,1,1
33303,SO62697,1,1
33304,SO62697,2,1
33305,SO62698,1,1
33306,SO62698,2,1
33307,SO62699,1,1
33308,SO62700,1,1
33309,SO62700,2,1
33310,SO62700,3,1
33311,SO62702,1,1
33312,SO62702,2,1
33313,SO62702,3,1
33314,SO62703,1,2
33315,SO62704,1,4
33316,SO62705,1,1
33317,SO62705,2,1
33318,SO62706,1,1
33319,SO62706,2,1
33320,SO62707,1,1
33321,SO62707,2,1
33322,SO62708,1,1
33323,SO62708,2,1
33324,SO62709,1,1
33325,SO62709,2,1
33326,SO62709,3,1
33327,SO62710,1,4
33328,SO62711,1,1
33329,SO62711,2,1
33330,SO62712,1,1
33331,SO62712,2,1
33332,SO62712,3,1
33333,SO62713,1,1
33334,SO62713,2,1
33335,SO62714,1,6
33336,SO62715,1,1
33337,SO62715,2,1
33338,SO62716,1,1
33339,SO62716,2,1
33340,SO62717,1,1
33341,SO62718,1,1
33342,SO62718,1,10
33343,SO62718,2,1
33344,SO62718,2,10
33345,SO62718,3,1
33346,SO62718,3,10
33347,SO62719,1,1
33348,SO62719,2,1
33349,SO62720,1,1
33350,SO62720,2,1
33351,SO62721,1,1
33352,SO62721,2,1
33353,SO62722,1,1
33354,SO62723,1,1
33355,SO62723,2,1
33356,SO62723,3,1
33357,SO62723,4,1
33358,SO62724,1,1
33359,SO62724,2,1
33360,SO62725,1,1
33361,SO62725,2,1
33362,SO62726,1,1
33363,SO62726,2,1
33364,SO62726,3,1
33365,SO62727,1,1
33366,SO62727,2,1
33367,SO62727,3,1
33368,SO62728,1,1
33369,SO62728,2,1
33370,SO62729,1,1
33371,SO62729,2,1
33372,SO62729,3,1
33373,SO62730,1,1
33374,SO62730,2,1
33375,SO62731,1,1
33376,SO62731,1,10
33377,SO62731,2,1
33378,SO62731,2,10
33379,SO62731,3,1
33380,SO62731,3,10
33381,SO62732,1,1
33382,SO62732,2,1
33383,SO62732,3,1
33384,SO62733,1,1
33385,SO62734,1,1
33386,SO62734,2,1
33387,SO62734,3,1
33388,SO62735,1,1
33389,SO62735,2,1
33390,SO62735,3,1
33391,SO62735,4,1
33392,SO62736,1,6
33393,SO62736,2,6
33394,SO62736,3,6
33395,SO62737,1,1
33396,SO62737,2,1
33397,SO62737,3,1
33398,SO62737,4,1
33399,SO62737,5,1
33400,SO62738,1,6
33401,SO62738,2,6
33402,SO62739,1,2
33403,SO62740,1,1
33404,SO62740,2,1
33405,SO62740,3,1
33406,SO62742,1,5
33407,SO62743,1,1
33408,SO62743,1,2
33409,SO62743,2,1
33410,SO62743,2,2
33411,SO62744,1,1
33412,SO62744,1,10
33413,SO62744,2,1
33414,SO62744,2,10
33415,SO62744,3,1
33416,SO62744,3,10
33417,SO62744,4,1
33418,SO62744,4,10
33419,SO62745,1,1
33420,SO62745,2,1
33421,SO62745,3,1
33422,SO62745,4,1
33423,SO62746,1,1
33424,SO62746,2,1
33425,SO62746,3,1
33426,SO62746,4,1
33427,SO62748,1,1
33428,SO62748,1,2
33429,SO62748,1,10
33430,SO62748,2,1
33431,SO62748,2,2
33432,SO62748,2,10
33433,SO62748,3,1
33434,SO62748,3,2
33435,SO62748,3,10
33436,SO62749,1,2
33437,SO62751,1,1
33438,SO62751,2,1
33439,SO62751,3,1
33440,SO62752,1,1
33441,SO62752,2,1
33442,SO62753,1,1
33443,SO62753,2,1
33444,SO62754,1,4
33445,SO62755,1,1
33446,SO62755,1,10
33447,SO62755,2,1
33448,SO62755,2,10
33449,SO62756,1,1
33450,SO62756,2,1
33451,SO62757,1,1
33452,SO62758,1,1
33453,SO62758,2,1
33454,SO62759,1,1
33455,SO62759,1,10
33456,SO62760,1,1
33457,SO62761,1,1
33458,SO62761,2,1
33459,SO62762,1,6
33460,SO62762,2,6
33461,SO62763,1,1
33462,SO62763,2,1
33463,SO62764,1,6
33464,SO62764,2,6
33465,SO62766,1,1
33466,SO62766,1,2
33467,SO62766,2,1
33468,SO62766,2,2
33469,SO62766,3,1
33470,SO62766,3,2
33471,SO62766,4,1
33472,SO62766,4,2
33473,SO62768,1,2
33474,SO62770,1,1
33475,SO62770,2,1
33476,SO62771,1,1
33477,SO62771,2,1
33478,SO62772,1,1
33479,SO62773,1,1
33480,SO62773,2,1
33481,SO62774,1,1
33482,SO62774,2,1
33483,SO62774,3,1
33484,SO62775,1,1
33485,SO62775,2,1
33486,SO62775,3,1
33487,SO62776,1,1
33488,SO62776,2,1
33489,SO62776,3,1
33490,SO62776,4,1
33491,SO62777,1,1
33492,SO62777,2,1
33493,SO62777,3,1
33494,SO62778,1,1
33495,SO62778,2,1
33496,SO62779,1,1
33497,SO62779,2,1
33498,SO62780,1,1
33499,SO62780,2,1
33500,SO62781,1,1
33501,SO62781,2,1
33502,SO62781,3,1
33503,SO62782,1,1
33504,SO62783,1,1
33505,SO62784,1,1
33506,SO62784,2,1
33507,SO62784,3,1
33508,SO62784,4,1
33509,SO62785,1,1
33510,SO62785,2,1
33511,SO62786,1,1
33512,SO62786,1,10
33513,SO62786,2,1
33514,SO62786,2,10
33515,SO62787,1,6
33516,SO62787,2,6
33517,SO62788,1,1
33518,SO62788,2,1
33519,SO62789,1,1
33520,SO62789,2,1
33521,SO62789,3,1
33522,SO62790,1,1
33523,SO62790,2,1
33524,SO62791,1,1
33525,SO62792,1,1
33526,SO62792,2,1
33527,SO62793,1,1
33528,SO62793,2,1
33529,SO62794,1,1
33530,SO62794,2,1
33531,SO62795,1,1
33532,SO62795,2,1
33533,SO62796,1,1
33534,SO62796,2,1
33535,SO62797,1,1
33536,SO62797,2,1
33537,SO62798,1,1
33538,SO62798,2,1
33539,SO62799,1,1
33540,SO62799,2,1
33541,SO62799,3,1
33542,SO62800,1,1
33543,SO62800,2,1
33544,SO62801,1,1
33545,SO62801,2,1
33546,SO62802,1,1
33547,SO62802,2,1
33548,SO62802,3,1
33549,SO62803,1,1
33550,SO62803,2,1
33551,SO62803,3,1
33552,SO62803,4,1
33553,SO62804,1,1
33554,SO62804,2,1
33555,SO62804,3,1
33556,SO62804,4,1
33557,SO62804,5,1
33558,SO62807,1,1
33559,SO62807,2,1
33560,SO62807,3,1
33561,SO62807,4,1
33562,SO62808,1,1
33563,SO62808,2,1
33564,SO62808,3,1
33565,SO62809,1,1
33566,SO62809,1,2
33567,SO62809,2,1
33568,SO62809,2,2
33569,SO62809,3,1
33570,SO62809,3,2
33571,SO62811,1,1
33572,SO62811,1,2
33573,SO62811,2,1
33574,SO62811,2,2
33575,SO62811,3,1
33576,SO62811,3,2
33577,SO62813,1,1
33578,SO62813,1,2
33579,SO62813,1,10
33580,SO62813,2,1
33581,SO62813,2,2
33582,SO62813,2,10
33583,SO62813,3,1
33584,SO62813,3,2
33585,SO62813,3,10
33586,SO62814,1,1
33587,SO62814,1,2
33588,SO62814,2,1
33589,SO62814,2,2
33590,SO62814,3,1
33591,SO62814,3,2
33592,SO62814,4,1
33593,SO62814,4,2
33594,SO62816,1,2
33595,SO62816,2,2
33596,SO62819,1,1
33597,SO62819,2,1
33598,SO62820,1,1
33599,SO62820,2,1
33600,SO62820,3,1
33601,SO62821,1,1
33602,SO62821,2,1
33603,SO62822,1,1
33604,SO62823,1,4
33605,SO62824,1,1
33606,SO62825,1,1
33607,SO62825,1,2
33608,SO62825,2,1
33609,SO62825,2,2
33610,SO62825,3,1
33611,SO62825,3,2
33612,SO62826,1,1
33613,SO62826,1,2
33614,SO62826,2,1
33615,SO62826,2,2
33616,SO62827,1,1
33617,SO62827,2,1
33618,SO62827,3,1
33619,SO62828,1,1
33620,SO62828,2,1
33621,SO62828,3,1
33622,SO62829,1,1
33623,SO62829,2,1
33624,SO62830,1,1
33625,SO62830,2,1
33626,SO62830,3,1
33627,SO62831,1,1
33628,SO62831,2,1
33629,SO62831,3,1
33630,SO62832,1,1
33631,SO62832,2,1
33632,SO62832,3,1
33633,SO62833,1,1
33634,SO62833,2,1
33635,SO62833,3,1
33636,SO62834,1,1
33637,SO62834,2,1
33638,SO62836,1,1
33639,SO62836,2,1
33640,SO62837,1,1
33641,SO62837,2,1
33642,SO62838,1,1
33643,SO62838,2,1
33644,SO62838,3,1
33645,SO62839,1,1
33646,SO62839,2,1
33647,SO62840,1,1
33648,SO62840,2,1
33649,SO62840,3,1
33650,SO62840,4,1
33651,SO62841,1,1
33652,SO62841,1,10
33653,SO62841,2,1
33654,SO62841,2,10
33655,SO62841,3,1
33656,SO62841,3,10
33657,SO62842,1,1
33658,SO62842,2,1
33659,SO62842,3,1
33660,SO62842,4,1
33661,SO62842,5,1
33662,SO62843,1,1
33663,SO62844,1,1
33664,SO62844,2,1
33665,SO62845,1,1
33666,SO62845,2,1
33667,SO62846,1,1
33668,SO62846,1,10
33669,SO62846,2,1
33670,SO62846,2,10
33671,SO62846,3,1
33672,SO62846,3,10
33673,SO62847,1,1
33674,SO62847,1,10
33675,SO62847,2,1
33676,SO62847,2,10
33677,SO62847,3,1
33678,SO62847,3,10
33679,SO62848,1,1
33680,SO62848,1,10
33681,SO62848,2,1
33682,SO62848,2,10
33683,SO62849,1,1
33684,SO62850,1,1
33685,SO62850,2,1
33686,SO62850,3,1
33687,SO62851,1,2
33688,SO62851,2,2
33689,SO62853,1,1
33690,SO62853,2,1
33691,SO62853,3,1
33692,SO62854,1,1
33693,SO62854,2,1
33694,SO62854,3,1
33695,SO62855,1,1
33696,SO62855,2,1
33697,SO62855,3,1
33698,SO62855,4,1
33699,SO62856,1,1
33700,SO62856,2,1
33701,SO62856,3,1
33702,SO62857,1,1
33703,SO62857,1,2
33704,SO62857,2,1
33705,SO62857,2,2
33706,SO62857,3,1
33707,SO62857,3,2
33708,SO62858,1,1
33709,SO62858,2,1
33710,SO62858,3,1
33711,SO62860,1,1
33712,SO62860,2,1
33713,SO62860,3,1
33714,SO62861,1,1
33715,SO62861,2,1
33716,SO62861,3,1
33717,SO62863,1,1
33718,SO62863,2,1
33719,SO62863,3,1
33720,SO62863,4,1
33721,SO62864,1,2
33722,SO62864,2,2
33723,SO62865,1,1
33724,SO62865,1,2
33725,SO62865,2,1
33726,SO62865,2,2
33727,SO62865,3,1
33728,SO62865,3,2
33729,SO62865,4,1
33730,SO62865,4,2
33731,SO62866,1,1
33732,SO62866,1,2
33733,SO62866,2,1
33734,SO62866,2,2
33735,SO62866,3,1
33736,SO62866,3,2
33737,SO62866,4,1
33738,SO62866,4,2
33739,SO62868,1,1
33740,SO62868,1,2
33741,SO62868,2,1
33742,SO62868,2,2
33743,SO62868,3,1
33744,SO62868,3,2
33745,SO62868,4,1
33746,SO62868,4,2
33747,SO62869,1,1
33748,SO62869,2,1
33749,SO62869,3,1
33750,SO62870,1,1
33751,SO62870,2,1
33752,SO62870,3,1
33753,SO62871,1,1
33754,SO62871,2,1
33755,SO62871,3,1
33756,SO62871,4,1
33757,SO62872,1,1
33758,SO62872,2,1
33759,SO62872,3,1
33760,SO62872,4,1
33761,SO62874,1,1
33762,SO62874,2,1
33763,SO62874,3,1
33764,SO62875,1,1
33765,SO62875,2,1
33766,SO62875,3,1
33767,SO62875,4,1
33768,SO62876,1,4
33769,SO62877,1,4
33770,SO62878,1,1
33771,SO62878,2,1
33772,SO62878,3,1
33773,SO62878,4,1
33774,SO62879,1,1
33775,SO62879,2,1
33776,SO62879,3,1
33777,SO62880,1,1
33778,SO62880,1,10
33779,SO62880,2,1
33780,SO62880,2,10
33781,SO62881,1,1
33782,SO62881,2,1
33783,SO62882,1,1
33784,SO62882,2,1
33785,SO62882,3,1
33786,SO62884,1,1
33787,SO62885,1,2
33788,SO62886,1,1
33789,SO62886,1,2
33790,SO62886,2,1
33791,SO62886,2,2
33792,SO62886,3,1
33793,SO62886,3,2
33794,SO62886,4,1
33795,SO62886,4,2
33796,SO62887,1,1
33797,SO62887,2,1
33798,SO62887,3,1
33799,SO62887,4,1
33800,SO62888,1,1
33801,SO62889,1,1
33802,SO62890,1,1
33803,SO62891,1,1
33804,SO62892,1,1
33805,SO62893,1,1
33806,SO62893,2,1
33807,SO62894,1,1
33808,SO62894,2,1
33809,SO62894,3,1
33810,SO62895,1,1
33811,SO62896,1,1
33812,SO62896,2,1
33813,SO62896,3,1
33814,SO62896,4,1
33815,SO62896,5,1
33816,SO62897,1,1
33817,SO62897,2,1
33818,SO62898,1,1
33819,SO62898,2,1
33820,SO62898,3,1
33821,SO62898,4,1
33822,SO62898,5,1
33823,SO62899,1,4
33824,SO62900,1,6
33825,SO62901,1,1
33826,SO62902,1,1
33827,SO62903,1,1
33828,SO62903,2,1
33829,SO62903,3,1
33830,SO62904,1,1
33831,SO62904,2,1
33832,SO62904,3,1
33833,SO62905,1,1
33834,SO62905,2,1
33835,SO62905,3,1
33836,SO62906,1,1
33837,SO62906,2,1
33838,SO62907,1,1
33839,SO62907,2,1
33840,SO62907,3,1
33841,SO62907,4,1
33842,SO62907,5,1
33843,SO62908,1,1
33844,SO62908,2,1
33845,SO62909,1,1
33846,SO62909,1,10
33847,SO62909,2,1
33848,SO62909,2,10
33849,SO62909,3,1
33850,SO62909,3,10
33851,SO62910,1,1
33852,SO62910,2,1
33853,SO62911,1,1
33854,SO62911,1,10
33855,SO62911,2,1
33856,SO62911,2,10
33857,SO62911,3,1
33858,SO62911,3,10
33859,SO62913,1,1
33860,SO62914,1,1
33861,SO62914,2,1
33862,SO62914,3,1
33863,SO62915,1,1
33864,SO62915,2,1
33865,SO62915,3,1
33866,SO62915,4,1
33867,SO62916,1,1
33868,SO62916,2,1
33869,SO62916,3,1
33870,SO62917,1,4
33871,SO62918,1,1
33872,SO62918,2,1
33873,SO62918,3,1
33874,SO62918,4,1
33875,SO62919,1,1
33876,SO62919,2,1
33877,SO62919,3,1
33878,SO62919,4,1
33879,SO62920,1,1
33880,SO62921,1,4
33881,SO62922,1,1
33882,SO62922,2,1
33883,SO62922,3,1
33884,SO62922,4,1
33885,SO62923,1,1
33886,SO62923,2,1
33887,SO62923,3,1
33888,SO62924,1,1
33889,SO62924,2,1
33890,SO62924,3,1
33891,SO62924,4,1
33892,SO62925,1,1
33893,SO62925,1,2
33894,SO62925,2,1
33895,SO62925,2,2
33896,SO62927,1,1
33897,SO62927,1,2
33898,SO62927,2,1
33899,SO62927,2,2
33900,SO62929,1,1
33901,SO62929,2,1
33902,SO62929,3,1
33903,SO62929,4,1
33904,SO62930,1,1
33905,SO62930,2,1
33906,SO62931,1,1
33907,SO62931,2,1
33908,SO62931,3,1
33909,SO62932,1,1
33910,SO62932,2,1
33911,SO62932,3,1
33912,SO62932,4,1
33913,SO62933,1,1
33914,SO62933,2,1
33915,SO62933,3,1
33916,SO62933,4,1
33917,SO62934,1,1
33918,SO62934,2,1
33919,SO62934,3,1
33920,SO62934,4,1
33921,SO62934,5,1
33922,SO62934,6,1
33923,SO62935,1,1
33924,SO62935,2,1
33925,SO62935,3,1
33926,SO62935,4,1
33927,SO62936,1,1
33928,SO62936,1,2
33929,SO62936,2,1
33930,SO62936,2,2
33931,SO62938,1,1
33932,SO62938,2,1
33933,SO62938,3,1
33934,SO62938,4,1
33935,SO62939,1,1
33936,SO62939,2,1
33937,SO62940,1,1
33938,SO62940,2,1
33939,SO62941,1,1
33940,SO62941,1,2
33941,SO62941,2,1
33942,SO62941,2,2
33943,SO62941,3,1
33944,SO62941,3,2
33945,SO62941,4,1
33946,SO62941,4,2
33947,SO62942,1,6
33948,SO62942,2,6
33949,SO62943,1,1
33950,SO62943,2,1
33951,SO62943,3,1
33952,SO62943,4,1
33953,SO62944,1,1
33954,SO62944,2,1
33955,SO62945,1,1
33956,SO62945,2,1
33957,SO62945,3,1
33958,SO62945,4,1
33959,SO62945,5,1
33960,SO62946,1,4
33961,SO62947,1,1
33962,SO62947,2,1
33963,SO62947,3,1
33964,SO62948,1,4
33965,SO62949,1,1
33966,SO62950,1,1
33967,SO62950,2,1
33968,SO62950,3,1
33969,SO62951,1,1
33970,SO62951,2,1
33971,SO62951,3,1
33972,SO62951,4,1
33973,SO62952,1,1
33974,SO62952,1,2
33975,SO62952,2,1
33976,SO62952,2,2
33977,SO62952,3,1
33978,SO62952,3,2
33979,SO62953,1,2
33980,SO62954,1,1
33981,SO62954,1,2
33982,SO62954,2,1
33983,SO62954,2,2
33984,SO62954,3,1
33985,SO62954,3,2
33986,SO62954,4,1
33987,SO62954,4,2
33988,SO62955,1,1
33989,SO62955,2,1
33990,SO62955,3,1
33991,SO62956,1,1
33992,SO62956,2,1
33993,SO62956,3,1
33994,SO62957,1,4
33995,SO62958,1,1
33996,SO62958,2,1
33997,SO62959,1,1
33998,SO62960,1,1
33999,SO62960,2,1
34000,SO62960,3,1
34001,SO62961,1,1
34002,SO62961,2,1
34003,SO62962,1,1
34004,SO62962,2,1
34005,SO62962,3,1
34006,SO62963,1,1
34007,SO62963,2,1
34008,SO62963,3,1
34009,SO62964,1,1
34010,SO62964,2,1
34011,SO62965,1,1
34012,SO62965,1,10
34013,SO62965,2,1
34014,SO62965,2,10
34015,SO62966,1,1
34016,SO62966,2,1
34017,SO62966,3,1
34018,SO62967,1,1
34019,SO62967,2,1
34020,SO62968,1,1
34021,SO62969,1,1
34022,SO62970,1,1
34023,SO62970,2,1
34024,SO62970,3,1
34025,SO62971,1,1
34026,SO62971,1,10
34027,SO62971,2,1
34028,SO62971,2,10
34029,SO62972,1,1
34030,SO62972,2,1
34031,SO62973,1,1
34032,SO62973,1,10
34033,SO62973,2,1
34034,SO62973,2,10
34035,SO62974,1,1
34036,SO62974,2,1
34037,SO62974,3,1
34038,SO62975,1,1
34039,SO62975,2,1
34040,SO62976,1,1
34041,SO62976,2,1
34042,SO62977,1,1
34043,SO62977,2,1
34044,SO62978,1,1
34045,SO62978,2,1
34046,SO62978,3,1
34047,SO62979,1,1
34048,SO62979,2,1
34049,SO62979,3,1
34050,SO62980,1,1
34051,SO62980,2,1
34052,SO62981,1,1
34053,SO62981,2,1
34054,SO62981,3,1
34055,SO62981,4,1
34056,SO62982,1,1
34057,SO62982,1,2
34058,SO62982,2,1
34059,SO62982,2,2
34060,SO62982,3,1
34061,SO62982,3,2
34062,SO62983,1,1
34063,SO62983,1,2
34064,SO62983,2,1
34065,SO62983,2,2
34066,SO62983,3,1
34067,SO62983,3,2
34068,SO62984,1,1
34069,SO62984,2,1
34070,SO62984,3,1
34071,SO62984,4,1
34072,SO62984,5,1
34073,SO62984,6,1
34074,SO62984,7,1
34075,SO62985,1,2
34076,SO62986,1,1
34077,SO62986,1,2
34078,SO62986,2,1
34079,SO62986,2,2
34080,SO62986,3,1
34081,SO62986,3,2
34082,SO62987,1,1
34083,SO62987,2,1
34084,SO62987,3,1
34085,SO62987,4,1
34086,SO62989,1,1
34087,SO62989,2,1
34088,SO62990,1,6
34089,SO62990,2,6
34090,SO62991,1,2
34091,SO62992,1,1
34092,SO62992,1,2
34093,SO62992,2,1
34094,SO62992,2,2
34095,SO62994,1,1
34096,SO62994,2,1
34097,SO62994,3,1
34098,SO62994,4,1
34099,SO62994,5,1
34100,SO62995,1,1
34101,SO62995,1,2
34102,SO62995,2,1
34103,SO62995,2,2
34104,SO62995,3,1
34105,SO62995,3,2
34106,SO62995,4,1
34107,SO62995,4,2
34108,SO62996,1,1
34109,SO62996,2,1
34110,SO62996,3,1
34111,SO62996,4,1
34112,SO62997,1,1
34113,SO62997,2,1
34114,SO62999,1,1
34115,SO62999,2,1
34116,SO62999,3,1
34117,SO63000,1,1
34118,SO63000,2,1
34119,SO63001,1,1
34120,SO63001,2,1
34121,SO63001,3,1
34122,SO63002,1,1
34123,SO63002,2,1
34124,SO63002,3,1
34125,SO63003,1,1
34126,SO63004,1,1
34127,SO63005,1,1
34128,SO63005,2,1
34129,SO63005,3,1
34130,SO63006,1,1
34131,SO63007,1,1
34132,SO63008,1,1
34133,SO63009,1,4
34134,SO63010,1,1
34135,SO63010,2,1
34136,SO63011,1,1
34137,SO63011,2,1
34138,SO63012,1,1
34139,SO63013,1,1
34140,SO63013,1,10
34141,SO63014,1,1
34142,SO63014,2,1
34143,SO63014,3,1
34144,SO63015,1,1
34145,SO63015,2,1
34146,SO63015,3,1
34147,SO63015,4,1
34148,SO63016,1,1
34149,SO63016,2,1
34150,SO63016,3,1
34151,SO63017,1,1
34152,SO63017,2,1
34153,SO63017,3,1
34154,SO63017,4,1
34155,SO63017,5,1
34156,SO63018,1,1
34157,SO63018,2,1
34158,SO63018,3,1
34159,SO63019,1,1
34160,SO63019,2,1
34161,SO63019,3,1
34162,SO63020,1,1
34163,SO63020,2,1
34164,SO63021,1,1
34165,SO63021,2,1
34166,SO63021,3,1
34167,SO63022,1,1
34168,SO63022,2,1
34169,SO63022,3,1
34170,SO63023,1,1
34171,SO63023,2,1
34172,SO63023,3,1
34173,SO63024,1,1
34174,SO63024,2,1
34175,SO63025,1,1
34176,SO63025,2,1
34177,SO63026,1,1
34178,SO63026,2,1
34179,SO63027,1,1
34180,SO63027,2,1
34181,SO63027,3,1
34182,SO63027,4,1
34183,SO63028,1,1
34184,SO63029,1,1
34185,SO63030,1,1
34186,SO63031,1,1
34187,SO63031,2,1
34188,SO63032,1,1
34189,SO63032,2,1
34190,SO63033,1,1
