,DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
1595,20090515,2009-05-15,6,Friday,Viernes,Vendredi,15,135,20,May,Mayo,Mai,5,2,2009,1,4,2009,2
1596,20090516,2009-05-16,7,Saturday,Sábado,Samedi,16,136,20,May,Mayo,Mai,5,2,2009,1,4,2009,2
1597,20090517,2009-05-17,1,Sunday,Domingo,Dimanche,17,137,21,May,Mayo,Mai,5,2,2009,1,4,2009,2
1598,20090518,2009-05-18,2,Monday,Lunes,Lundi,18,138,21,May,Mayo,Mai,5,2,2009,1,4,2009,2
1599,20090519,2009-05-19,3,Tuesday,Martes,Mardi,19,139,21,May,Mayo,Mai,5,2,2009,1,4,2009,2
1600,20090520,2009-05-20,4,Wednesday,Miércoles,Mercredi,20,140,21,May,Mayo,Mai,5,2,2009,1,4,2009,2
1601,20090521,2009-05-21,5,Thursday,Jueves,Jeudi,21,141,21,May,Mayo,Mai,5,2,2009,1,4,2009,2
1602,20090522,2009-05-22,6,Friday,Viernes,Vendredi,22,142,21,May,Mayo,Mai,5,2,2009,1,4,2009,2
1603,20090523,2009-05-23,7,Saturday,Sábado,Samedi,23,143,21,May,Mayo,Mai,5,2,2009,1,4,2009,2
1604,20090524,2009-05-24,1,Sunday,Domingo,Dimanche,24,144,22,May,Mayo,Mai,5,2,2009,1,4,2009,2
1605,20090525,2009-05-25,2,Monday,Lunes,Lundi,25,145,22,May,Mayo,Mai,5,2,2009,1,4,2009,2
1606,20090526,2009-05-26,3,Tuesday,Martes,Mardi,26,146,22,May,Mayo,Mai,5,2,2009,1,4,2009,2
1607,20090527,2009-05-27,4,Wednesday,Miércoles,Mercredi,27,147,22,May,Mayo,Mai,5,2,2009,1,4,2009,2
1608,20090528,2009-05-28,5,Thursday,Jueves,Jeudi,28,148,22,May,Mayo,Mai,5,2,2009,1,4,2009,2
1609,20090529,2009-05-29,6,Friday,Viernes,Vendredi,29,149,22,May,Mayo,Mai,5,2,2009,1,4,2009,2
1610,20090530,2009-05-30,7,Saturday,Sábado,Samedi,30,150,22,May,Mayo,Mai,5,2,2009,1,4,2009,2
1611,20090531,2009-05-31,1,Sunday,Domingo,Dimanche,31,151,23,May,Mayo,Mai,5,2,2009,1,4,2009,2
1612,20090601,2009-06-01,2,Monday,Lunes,Lundi,1,152,23,June,Junio,Juin,6,2,2009,1,4,2009,2
1613,20090602,2009-06-02,3,Tuesday,Martes,Mardi,2,153,23,June,Junio,Juin,6,2,2009,1,4,2009,2
1614,20090603,2009-06-03,4,Wednesday,Miércoles,Mercredi,3,154,23,June,Junio,Juin,6,2,2009,1,4,2009,2
1615,20090604,2009-06-04,5,Thursday,Jueves,Jeudi,4,155,23,June,Junio,Juin,6,2,2009,1,4,2009,2
1616,20090605,2009-06-05,6,Friday,Viernes,Vendredi,5,156,23,June,Junio,Juin,6,2,2009,1,4,2009,2
1617,20090606,2009-06-06,7,Saturday,Sábado,Samedi,6,157,23,June,Junio,Juin,6,2,2009,1,4,2009,2
1618,20090607,2009-06-07,1,Sunday,Domingo,Dimanche,7,158,24,June,Junio,Juin,6,2,2009,1,4,2009,2
1619,20090608,2009-06-08,2,Monday,Lunes,Lundi,8,159,24,June,Junio,Juin,6,2,2009,1,4,2009,2
1620,20090609,2009-06-09,3,Tuesday,Martes,Mardi,9,160,24,June,Junio,Juin,6,2,2009,1,4,2009,2
1621,20090610,2009-06-10,4,Wednesday,Miércoles,Mercredi,10,161,24,June,Junio,Juin,6,2,2009,1,4,2009,2
1622,20090611,2009-06-11,5,Thursday,Jueves,Jeudi,11,162,24,June,Junio,Juin,6,2,2009,1,4,2009,2
1623,20090612,2009-06-12,6,Friday,Viernes,Vendredi,12,163,24,June,Junio,Juin,6,2,2009,1,4,2009,2
1624,20090613,2009-06-13,7,Saturday,Sábado,Samedi,13,164,24,June,Junio,Juin,6,2,2009,1,4,2009,2
1625,20090614,2009-06-14,1,Sunday,Domingo,Dimanche,14,165,25,June,Junio,Juin,6,2,2009,1,4,2009,2
1626,20090615,2009-06-15,2,Monday,Lunes,Lundi,15,166,25,June,Junio,Juin,6,2,2009,1,4,2009,2
1627,20090616,2009-06-16,3,Tuesday,Martes,Mardi,16,167,25,June,Junio,Juin,6,2,2009,1,4,2009,2
1628,20090617,2009-06-17,4,Wednesday,Miércoles,Mercredi,17,168,25,June,Junio,Juin,6,2,2009,1,4,2009,2
1629,20090618,2009-06-18,5,Thursday,Jueves,Jeudi,18,169,25,June,Junio,Juin,6,2,2009,1,4,2009,2
1630,20090619,2009-06-19,6,Friday,Viernes,Vendredi,19,170,25,June,Junio,Juin,6,2,2009,1,4,2009,2
1631,20090620,2009-06-20,7,Saturday,Sábado,Samedi,20,171,25,June,Junio,Juin,6,2,2009,1,4,2009,2
1632,20090621,2009-06-21,1,Sunday,Domingo,Dimanche,21,172,26,June,Junio,Juin,6,2,2009,1,4,2009,2
1633,20090622,2009-06-22,2,Monday,Lunes,Lundi,22,173,26,June,Junio,Juin,6,2,2009,1,4,2009,2
1634,20090623,2009-06-23,3,Tuesday,Martes,Mardi,23,174,26,June,Junio,Juin,6,2,2009,1,4,2009,2
1635,20090624,2009-06-24,4,Wednesday,Miércoles,Mercredi,24,175,26,June,Junio,Juin,6,2,2009,1,4,2009,2
1636,20090625,2009-06-25,5,Thursday,Jueves,Jeudi,25,176,26,June,Junio,Juin,6,2,2009,1,4,2009,2
1637,20090626,2009-06-26,6,Friday,Viernes,Vendredi,26,177,26,June,Junio,Juin,6,2,2009,1,4,2009,2
1638,20090627,2009-06-27,7,Saturday,Sábado,Samedi,27,178,26,June,Junio,Juin,6,2,2009,1,4,2009,2
1639,20090628,2009-06-28,1,Sunday,Domingo,Dimanche,28,179,27,June,Junio,Juin,6,2,2009,1,4,2009,2
1640,20090629,2009-06-29,2,Monday,Lunes,Lundi,29,180,27,June,Junio,Juin,6,2,2009,1,4,2009,2
1641,20090630,2009-06-30,3,Tuesday,Martes,Mardi,30,181,27,June,Junio,Juin,6,2,2009,1,4,2009,2
1642,20090701,2009-07-01,4,Wednesday,Miércoles,Mercredi,1,182,27,July,Julio,Juillet,7,3,2009,2,1,2010,1
1643,20090702,2009-07-02,5,Thursday,Jueves,Jeudi,2,183,27,July,Julio,Juillet,7,3,2009,2,1,2010,1
1644,20090703,2009-07-03,6,Friday,Viernes,Vendredi,3,184,27,July,Julio,Juillet,7,3,2009,2,1,2010,1
1645,20090704,2009-07-04,7,Saturday,Sábado,Samedi,4,185,27,July,Julio,Juillet,7,3,2009,2,1,2010,1
1646,20090705,2009-07-05,1,Sunday,Domingo,Dimanche,5,186,28,July,Julio,Juillet,7,3,2009,2,1,2010,1
1647,20090706,2009-07-06,2,Monday,Lunes,Lundi,6,187,28,July,Julio,Juillet,7,3,2009,2,1,2010,1
1648,20090707,2009-07-07,3,Tuesday,Martes,Mardi,7,188,28,July,Julio,Juillet,7,3,2009,2,1,2010,1
1649,20090708,2009-07-08,4,Wednesday,Miércoles,Mercredi,8,189,28,July,Julio,Juillet,7,3,2009,2,1,2010,1
1650,20090709,2009-07-09,5,Thursday,Jueves,Jeudi,9,190,28,July,Julio,Juillet,7,3,2009,2,1,2010,1
1651,20090710,2009-07-10,6,Friday,Viernes,Vendredi,10,191,28,July,Julio,Juillet,7,3,2009,2,1,2010,1
1652,20090711,2009-07-11,7,Saturday,Sábado,Samedi,11,192,28,July,Julio,Juillet,7,3,2009,2,1,2010,1
1653,20090712,2009-07-12,1,Sunday,Domingo,Dimanche,12,193,29,July,Julio,Juillet,7,3,2009,2,1,2010,1
1654,20090713,2009-07-13,2,Monday,Lunes,Lundi,13,194,29,July,Julio,Juillet,7,3,2009,2,1,2010,1
1655,20090714,2009-07-14,3,Tuesday,Martes,Mardi,14,195,29,July,Julio,Juillet,7,3,2009,2,1,2010,1
1656,20090715,2009-07-15,4,Wednesday,Miércoles,Mercredi,15,196,29,July,Julio,Juillet,7,3,2009,2,1,2010,1
1657,20090716,2009-07-16,5,Thursday,Jueves,Jeudi,16,197,29,July,Julio,Juillet,7,3,2009,2,1,2010,1
1658,20090717,2009-07-17,6,Friday,Viernes,Vendredi,17,198,29,July,Julio,Juillet,7,3,2009,2,1,2010,1
1659,20090718,2009-07-18,7,Saturday,Sábado,Samedi,18,199,29,July,Julio,Juillet,7,3,2009,2,1,2010,1
1660,20090719,2009-07-19,1,Sunday,Domingo,Dimanche,19,200,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
1661,20090720,2009-07-20,2,Monday,Lunes,Lundi,20,201,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
1662,20090721,2009-07-21,3,Tuesday,Martes,Mardi,21,202,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
1663,20090722,2009-07-22,4,Wednesday,Miércoles,Mercredi,22,203,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
1664,20090723,2009-07-23,5,Thursday,Jueves,Jeudi,23,204,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
1665,20090724,2009-07-24,6,Friday,Viernes,Vendredi,24,205,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
1666,20090725,2009-07-25,7,Saturday,Sábado,Samedi,25,206,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
1667,20090726,2009-07-26,1,Sunday,Domingo,Dimanche,26,207,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
1668,20090727,2009-07-27,2,Monday,Lunes,Lundi,27,208,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
1669,20090728,2009-07-28,3,Tuesday,Martes,Mardi,28,209,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
1670,20090729,2009-07-29,4,Wednesday,Miércoles,Mercredi,29,210,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
1671,20090730,2009-07-30,5,Thursday,Jueves,Jeudi,30,211,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
1672,20090731,2009-07-31,6,Friday,Viernes,Vendredi,31,212,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
1673,20090801,2009-08-01,7,Saturday,Sábado,Samedi,1,213,31,August,Agosto,Août,8,3,2009,2,1,2010,1
1674,20090802,2009-08-02,1,Sunday,Domingo,Dimanche,2,214,32,August,Agosto,Août,8,3,2009,2,1,2010,1
1675,20090803,2009-08-03,2,Monday,Lunes,Lundi,3,215,32,August,Agosto,Août,8,3,2009,2,1,2010,1
1676,20090804,2009-08-04,3,Tuesday,Martes,Mardi,4,216,32,August,Agosto,Août,8,3,2009,2,1,2010,1
1677,20090805,2009-08-05,4,Wednesday,Miércoles,Mercredi,5,217,32,August,Agosto,Août,8,3,2009,2,1,2010,1
1678,20090806,2009-08-06,5,Thursday,Jueves,Jeudi,6,218,32,August,Agosto,Août,8,3,2009,2,1,2010,1
1679,20090807,2009-08-07,6,Friday,Viernes,Vendredi,7,219,32,August,Agosto,Août,8,3,2009,2,1,2010,1
1680,20090808,2009-08-08,7,Saturday,Sábado,Samedi,8,220,32,August,Agosto,Août,8,3,2009,2,1,2010,1
1681,20090809,2009-08-09,1,Sunday,Domingo,Dimanche,9,221,33,August,Agosto,Août,8,3,2009,2,1,2010,1
1682,20090810,2009-08-10,2,Monday,Lunes,Lundi,10,222,33,August,Agosto,Août,8,3,2009,2,1,2010,1
1683,20090811,2009-08-11,3,Tuesday,Martes,Mardi,11,223,33,August,Agosto,Août,8,3,2009,2,1,2010,1
1684,20090812,2009-08-12,4,Wednesday,Miércoles,Mercredi,12,224,33,August,Agosto,Août,8,3,2009,2,1,2010,1
1685,20090813,2009-08-13,5,Thursday,Jueves,Jeudi,13,225,33,August,Agosto,Août,8,3,2009,2,1,2010,1
1686,20090814,2009-08-14,6,Friday,Viernes,Vendredi,14,226,33,August,Agosto,Août,8,3,2009,2,1,2010,1
1687,20090815,2009-08-15,7,Saturday,Sábado,Samedi,15,227,33,August,Agosto,Août,8,3,2009,2,1,2010,1
1688,20090816,2009-08-16,1,Sunday,Domingo,Dimanche,16,228,34,August,Agosto,Août,8,3,2009,2,1,2010,1
1689,20090817,2009-08-17,2,Monday,Lunes,Lundi,17,229,34,August,Agosto,Août,8,3,2009,2,1,2010,1
1690,20090818,2009-08-18,3,Tuesday,Martes,Mardi,18,230,34,August,Agosto,Août,8,3,2009,2,1,2010,1
1691,20090819,2009-08-19,4,Wednesday,Miércoles,Mercredi,19,231,34,August,Agosto,Août,8,3,2009,2,1,2010,1
1692,20090820,2009-08-20,5,Thursday,Jueves,Jeudi,20,232,34,August,Agosto,Août,8,3,2009,2,1,2010,1
1693,20090821,2009-08-21,6,Friday,Viernes,Vendredi,21,233,34,August,Agosto,Août,8,3,2009,2,1,2010,1
1694,20090822,2009-08-22,7,Saturday,Sábado,Samedi,22,234,34,August,Agosto,Août,8,3,2009,2,1,2010,1
1695,20090823,2009-08-23,1,Sunday,Domingo,Dimanche,23,235,35,August,Agosto,Août,8,3,2009,2,1,2010,1
1696,20090824,2009-08-24,2,Monday,Lunes,Lundi,24,236,35,August,Agosto,Août,8,3,2009,2,1,2010,1
1697,20090825,2009-08-25,3,Tuesday,Martes,Mardi,25,237,35,August,Agosto,Août,8,3,2009,2,1,2010,1
1698,20090826,2009-08-26,4,Wednesday,Miércoles,Mercredi,26,238,35,August,Agosto,Août,8,3,2009,2,1,2010,1
1699,20090827,2009-08-27,5,Thursday,Jueves,Jeudi,27,239,35,August,Agosto,Août,8,3,2009,2,1,2010,1
1700,20090828,2009-08-28,6,Friday,Viernes,Vendredi,28,240,35,August,Agosto,Août,8,3,2009,2,1,2010,1
1701,20090829,2009-08-29,7,Saturday,Sábado,Samedi,29,241,35,August,Agosto,Août,8,3,2009,2,1,2010,1
1702,20090830,2009-08-30,1,Sunday,Domingo,Dimanche,30,242,36,August,Agosto,Août,8,3,2009,2,1,2010,1
1703,20090831,2009-08-31,2,Monday,Lunes,Lundi,31,243,36,August,Agosto,Août,8,3,2009,2,1,2010,1
1704,20090901,2009-09-01,3,Tuesday,Martes,Mardi,1,244,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1705,20090902,2009-09-02,4,Wednesday,Miércoles,Mercredi,2,245,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1706,20090903,2009-09-03,5,Thursday,Jueves,Jeudi,3,246,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1707,20090904,2009-09-04,6,Friday,Viernes,Vendredi,4,247,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1708,20090905,2009-09-05,7,Saturday,Sábado,Samedi,5,248,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1709,20090906,2009-09-06,1,Sunday,Domingo,Dimanche,6,249,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1710,20090907,2009-09-07,2,Monday,Lunes,Lundi,7,250,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1711,20090908,2009-09-08,3,Tuesday,Martes,Mardi,8,251,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1712,20090909,2009-09-09,4,Wednesday,Miércoles,Mercredi,9,252,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1713,20090910,2009-09-10,5,Thursday,Jueves,Jeudi,10,253,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1714,20090911,2009-09-11,6,Friday,Viernes,Vendredi,11,254,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1715,20090912,2009-09-12,7,Saturday,Sábado,Samedi,12,255,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1716,20090913,2009-09-13,1,Sunday,Domingo,Dimanche,13,256,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1717,20090914,2009-09-14,2,Monday,Lunes,Lundi,14,257,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1718,20090915,2009-09-15,3,Tuesday,Martes,Mardi,15,258,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1719,20090916,2009-09-16,4,Wednesday,Miércoles,Mercredi,16,259,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1720,20090917,2009-09-17,5,Thursday,Jueves,Jeudi,17,260,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1721,20090918,2009-09-18,6,Friday,Viernes,Vendredi,18,261,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1722,20090919,2009-09-19,7,Saturday,Sábado,Samedi,19,262,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1723,20090920,2009-09-20,1,Sunday,Domingo,Dimanche,20,263,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1724,20090921,2009-09-21,2,Monday,Lunes,Lundi,21,264,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1725,20090922,2009-09-22,3,Tuesday,Martes,Mardi,22,265,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1726,20090923,2009-09-23,4,Wednesday,Miércoles,Mercredi,23,266,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1727,20090924,2009-09-24,5,Thursday,Jueves,Jeudi,24,267,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1728,20090925,2009-09-25,6,Friday,Viernes,Vendredi,25,268,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1729,20090926,2009-09-26,7,Saturday,Sábado,Samedi,26,269,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1730,20090927,2009-09-27,1,Sunday,Domingo,Dimanche,27,270,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1731,20090928,2009-09-28,2,Monday,Lunes,Lundi,28,271,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1732,20090929,2009-09-29,3,Tuesday,Martes,Mardi,29,272,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1733,20090930,2009-09-30,4,Wednesday,Miércoles,Mercredi,30,273,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
1734,20091001,2009-10-01,5,Thursday,Jueves,Jeudi,1,274,40,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1735,20091002,2009-10-02,6,Friday,Viernes,Vendredi,2,275,40,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1736,20091003,2009-10-03,7,Saturday,Sábado,Samedi,3,276,40,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1737,20091004,2009-10-04,1,Sunday,Domingo,Dimanche,4,277,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1738,20091005,2009-10-05,2,Monday,Lunes,Lundi,5,278,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1739,20091006,2009-10-06,3,Tuesday,Martes,Mardi,6,279,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1740,20091007,2009-10-07,4,Wednesday,Miércoles,Mercredi,7,280,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1741,20091008,2009-10-08,5,Thursday,Jueves,Jeudi,8,281,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1742,20091009,2009-10-09,6,Friday,Viernes,Vendredi,9,282,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1743,20091010,2009-10-10,7,Saturday,Sábado,Samedi,10,283,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1744,20091011,2009-10-11,1,Sunday,Domingo,Dimanche,11,284,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1745,20091012,2009-10-12,2,Monday,Lunes,Lundi,12,285,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1746,20091013,2009-10-13,3,Tuesday,Martes,Mardi,13,286,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1747,20091014,2009-10-14,4,Wednesday,Miércoles,Mercredi,14,287,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1748,20091015,2009-10-15,5,Thursday,Jueves,Jeudi,15,288,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1749,20091016,2009-10-16,6,Friday,Viernes,Vendredi,16,289,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1750,20091017,2009-10-17,7,Saturday,Sábado,Samedi,17,290,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1751,20091018,2009-10-18,1,Sunday,Domingo,Dimanche,18,291,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1752,20091019,2009-10-19,2,Monday,Lunes,Lundi,19,292,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1753,20091020,2009-10-20,3,Tuesday,Martes,Mardi,20,293,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1754,20091021,2009-10-21,4,Wednesday,Miércoles,Mercredi,21,294,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1755,20091022,2009-10-22,5,Thursday,Jueves,Jeudi,22,295,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1756,20091023,2009-10-23,6,Friday,Viernes,Vendredi,23,296,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1757,20091024,2009-10-24,7,Saturday,Sábado,Samedi,24,297,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1758,20091025,2009-10-25,1,Sunday,Domingo,Dimanche,25,298,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1759,20091026,2009-10-26,2,Monday,Lunes,Lundi,26,299,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1760,20091027,2009-10-27,3,Tuesday,Martes,Mardi,27,300,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1761,20091028,2009-10-28,4,Wednesday,Miércoles,Mercredi,28,301,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1762,20091029,2009-10-29,5,Thursday,Jueves,Jeudi,29,302,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1763,20091030,2009-10-30,6,Friday,Viernes,Vendredi,30,303,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1764,20091031,2009-10-31,7,Saturday,Sábado,Samedi,31,304,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
1765,20091101,2009-11-01,1,Sunday,Domingo,Dimanche,1,305,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1766,20091102,2009-11-02,2,Monday,Lunes,Lundi,2,306,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1767,20091103,2009-11-03,3,Tuesday,Martes,Mardi,3,307,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1768,20091104,2009-11-04,4,Wednesday,Miércoles,Mercredi,4,308,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1769,20091105,2009-11-05,5,Thursday,Jueves,Jeudi,5,309,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1770,20091106,2009-11-06,6,Friday,Viernes,Vendredi,6,310,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1771,20091107,2009-11-07,7,Saturday,Sábado,Samedi,7,311,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1772,20091108,2009-11-08,1,Sunday,Domingo,Dimanche,8,312,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1773,20091109,2009-11-09,2,Monday,Lunes,Lundi,9,313,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1774,20091110,2009-11-10,3,Tuesday,Martes,Mardi,10,314,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1775,20091111,2009-11-11,4,Wednesday,Miércoles,Mercredi,11,315,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1776,20091112,2009-11-12,5,Thursday,Jueves,Jeudi,12,316,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1777,20091113,2009-11-13,6,Friday,Viernes,Vendredi,13,317,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1778,20091114,2009-11-14,7,Saturday,Sábado,Samedi,14,318,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1779,20091115,2009-11-15,1,Sunday,Domingo,Dimanche,15,319,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1780,20091116,2009-11-16,2,Monday,Lunes,Lundi,16,320,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1781,20091117,2009-11-17,3,Tuesday,Martes,Mardi,17,321,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1782,20091118,2009-11-18,4,Wednesday,Miércoles,Mercredi,18,322,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1783,20091119,2009-11-19,5,Thursday,Jueves,Jeudi,19,323,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1784,20091120,2009-11-20,6,Friday,Viernes,Vendredi,20,324,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1785,20091121,2009-11-21,7,Saturday,Sábado,Samedi,21,325,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1786,20091122,2009-11-22,1,Sunday,Domingo,Dimanche,22,326,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1787,20091123,2009-11-23,2,Monday,Lunes,Lundi,23,327,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1788,20091124,2009-11-24,3,Tuesday,Martes,Mardi,24,328,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1789,20091125,2009-11-25,4,Wednesday,Miércoles,Mercredi,25,329,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1790,20091126,2009-11-26,5,Thursday,Jueves,Jeudi,26,330,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1791,20091127,2009-11-27,6,Friday,Viernes,Vendredi,27,331,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1792,20091128,2009-11-28,7,Saturday,Sábado,Samedi,28,332,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1793,20091129,2009-11-29,1,Sunday,Domingo,Dimanche,29,333,49,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1794,20091130,2009-11-30,2,Monday,Lunes,Lundi,30,334,49,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
1795,20091201,2009-12-01,3,Tuesday,Martes,Mardi,1,335,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
1796,20091202,2009-12-02,4,Wednesday,Miércoles,Mercredi,2,336,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
1797,20091203,2009-12-03,5,Thursday,Jueves,Jeudi,3,337,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
1798,20091204,2009-12-04,6,Friday,Viernes,Vendredi,4,338,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
1799,20091205,2009-12-05,7,Saturday,Sábado,Samedi,5,339,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
1800,20091206,2009-12-06,1,Sunday,Domingo,Dimanche,6,340,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
1801,20091207,2009-12-07,2,Monday,Lunes,Lundi,7,341,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
1802,20091208,2009-12-08,3,Tuesday,Martes,Mardi,8,342,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
1803,20091209,2009-12-09,4,Wednesday,Miércoles,Mercredi,9,343,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
1804,20091210,2009-12-10,5,Thursday,Jueves,Jeudi,10,344,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
1805,20091211,2009-12-11,6,Friday,Viernes,Vendredi,11,345,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
1806,20091212,2009-12-12,7,Saturday,Sábado,Samedi,12,346,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
