,SurveyResponseKey,DateKey,CustomerKey,ProductCategoryKey,EnglishProductCategoryName,ProductSubcategoryKey,EnglishProductSubcategoryName,Date
851,852,20120403,18841,4,Accessories,37,Tires and Tubes,2012-04-03
852,853,20120325,18855,3,Clothing,22,Shorts,2012-03-25
853,854,20120403,18871,3,Clothing,23,Socks,2012-04-03
854,855,20120403,18871,4,Accessories,36,Pumps,2012-04-03
855,856,20120327,18882,4,Accessories,34,Locks,2012-03-27
856,857,20120327,18882,4,Accessories,36,Pumps,2012-03-27
857,858,20120425,18902,3,Clothing,18,Bib-Shorts,2012-04-25
858,859,20120325,18944,4,Accessories,31,Helmets,2012-03-25
859,860,20120416,18950,4,Accessories,29,Cleaners,2012-04-16
860,861,20120416,18950,4,Accessories,37,Tires and Tubes,2012-04-16
861,862,20120422,18968,4,Accessories,26,Bike Racks,2012-04-22
862,863,20120406,18971,4,Accessories,27,Bike Stands,2012-04-06
863,864,20120406,18971,4,Accessories,32,Hydration Packs,2012-04-06
864,865,20120404,19047,3,Clothing,18,Bib-Shorts,2012-04-04
865,866,20120404,19047,4,Accessories,28,Bottles and Cages,2012-04-04
866,867,20120317,19066,4,Accessories,29,Cleaners,2012-03-17
867,868,20120315,19072,4,Accessories,36,Pumps,2012-03-15
868,869,20120229,19076,4,Accessories,29,Cleaners,2012-02-29
869,870,20120329,19090,3,Clothing,19,Caps,2012-03-29
870,871,20120329,19090,4,Accessories,30,Fenders,2012-03-29
871,872,20120301,19094,3,Clothing,25,Vests,2012-03-01
872,873,20120301,19094,4,Accessories,28,Bottles and Cages,2012-03-01
873,874,20120301,19094,4,Accessories,32,Hydration Packs,2012-03-01
874,875,20120302,19095,4,Accessories,27,Bike Stands,2012-03-02
875,876,20120408,19101,4,Accessories,29,Cleaners,2012-04-08
876,877,20120408,19101,4,Accessories,34,Locks,2012-04-08
877,878,20120423,19150,4,Accessories,37,Tires and Tubes,2012-04-23
878,879,20120313,19193,3,Clothing,23,Socks,2012-03-13
879,880,20120313,19193,4,Accessories,35,Panniers,2012-03-13
880,881,20120407,19232,3,Clothing,18,Bib-Shorts,2012-04-07
881,882,20120407,19232,3,Clothing,23,Socks,2012-04-07
882,883,20120410,19278,4,Accessories,28,Bottles and Cages,2012-04-10
883,884,20120410,19278,4,Accessories,30,Fenders,2012-04-10
884,885,20120311,19311,3,Clothing,19,Caps,2012-03-11
885,886,20120302,19339,3,Clothing,20,Gloves,2012-03-02
886,887,20120302,19339,4,Accessories,36,Pumps,2012-03-02
887,888,20120301,19345,3,Clothing,20,Gloves,2012-03-01
888,889,20120301,19345,4,Accessories,35,Panniers,2012-03-01
889,890,20120401,19369,3,Clothing,21,Jerseys,2012-04-01
890,891,20120401,19369,3,Clothing,25,Vests,2012-04-01
891,892,20120420,19382,3,Clothing,23,Socks,2012-04-20
892,893,20120420,19382,4,Accessories,37,Tires and Tubes,2012-04-20
893,894,20120306,19385,3,Clothing,23,Socks,2012-03-06
894,895,20120402,19418,4,Accessories,29,Cleaners,2012-04-02
895,896,20120314,19419,4,Accessories,30,Fenders,2012-03-14
896,897,20120328,19465,3,Clothing,19,Caps,2012-03-28
897,898,20120325,19555,3,Clothing,19,Caps,2012-03-25
898,899,20120325,19555,4,Accessories,26,Bike Racks,2012-03-25
899,900,20120413,19559,3,Clothing,23,Socks,2012-04-13
900,901,20120413,19559,4,Accessories,32,Hydration Packs,2012-04-13
901,902,20120411,19561,3,Clothing,19,Caps,2012-04-11
902,903,20120415,19562,3,Clothing,24,Tights,2012-04-15
903,904,20120415,19562,4,Accessories,30,Fenders,2012-04-15
904,905,20120420,19569,4,Accessories,30,Fenders,2012-04-20
905,906,20120427,19581,3,Clothing,18,Bib-Shorts,2012-04-27
906,907,20120427,19581,3,Clothing,24,Tights,2012-04-27
907,908,20120421,19592,3,Clothing,23,Socks,2012-04-21
908,909,20120323,19597,4,Accessories,37,Tires and Tubes,2012-03-23
909,910,20120308,19608,4,Accessories,28,Bottles and Cages,2012-03-08
910,911,20120411,19609,4,Accessories,27,Bike Stands,2012-04-11
911,912,20120330,19610,4,Accessories,32,Hydration Packs,2012-03-30
912,913,20120330,19610,4,Accessories,35,Panniers,2012-03-30
913,914,20120330,19610,4,Accessories,36,Pumps,2012-03-30
914,915,20120306,19611,3,Clothing,23,Socks,2012-03-06
915,916,20120306,19611,4,Accessories,28,Bottles and Cages,2012-03-06
916,917,20120306,19611,4,Accessories,31,Helmets,2012-03-06
917,918,20120306,19611,4,Accessories,36,Pumps,2012-03-06
918,919,20120312,19614,4,Accessories,28,Bottles and Cages,2012-03-12
919,920,20120313,19615,3,Clothing,25,Vests,2012-03-13
920,921,20120320,19617,3,Clothing,25,Vests,2012-03-20
921,922,20120320,19617,4,Accessories,33,Lights,2012-03-20
922,923,20120313,19618,4,Accessories,31,Helmets,2012-03-13
923,924,20120325,19620,4,Accessories,29,Cleaners,2012-03-25
924,925,20120308,19621,4,Accessories,35,Panniers,2012-03-08
925,926,20120316,19631,4,Accessories,33,Lights,2012-03-16
926,927,20120316,19631,4,Accessories,37,Tires and Tubes,2012-03-16
927,928,20120304,19651,3,Clothing,18,Bib-Shorts,2012-03-04
928,929,20120314,19667,3,Clothing,19,Caps,2012-03-14
929,930,20120314,19667,4,Accessories,28,Bottles and Cages,2012-03-14
930,931,20120314,19667,4,Accessories,37,Tires and Tubes,2012-03-14
931,932,20120422,19752,3,Clothing,19,Caps,2012-04-22
932,933,20120413,19753,3,Clothing,20,Gloves,2012-04-13
933,934,20120301,19762,3,Clothing,20,Gloves,2012-03-01
934,935,20120423,19765,4,Accessories,35,Panniers,2012-04-23
935,936,20120323,19772,3,Clothing,18,Bib-Shorts,2012-03-23
936,937,20120423,19782,3,Clothing,18,Bib-Shorts,2012-04-23
937,938,20120423,19782,3,Clothing,19,Caps,2012-04-23
938,939,20120423,19782,3,Clothing,21,Jerseys,2012-04-23
939,940,20120317,19784,4,Accessories,31,Helmets,2012-03-17
940,941,20120329,19786,3,Clothing,19,Caps,2012-03-29
941,942,20120329,19786,4,Accessories,27,Bike Stands,2012-03-29
942,943,20120329,19786,4,Accessories,28,Bottles and Cages,2012-03-29
943,944,20120319,19798,3,Clothing,21,Jerseys,2012-03-19
944,945,20120424,19801,3,Clothing,21,Jerseys,2012-04-24
945,946,20120424,19801,4,Accessories,28,Bottles and Cages,2012-04-24
946,947,20120318,19826,4,Accessories,29,Cleaners,2012-03-18
947,948,20120427,19839,3,Clothing,22,Shorts,2012-04-27
948,949,20120427,19839,4,Accessories,33,Lights,2012-04-27
949,950,20120427,19839,4,Accessories,35,Panniers,2012-04-27
950,951,20120409,19862,3,Clothing,21,Jerseys,2012-04-09
951,952,20120409,19862,4,Accessories,37,Tires and Tubes,2012-04-09
952,953,20120405,19870,4,Accessories,36,Pumps,2012-04-05
953,954,20120326,19912,3,Clothing,20,Gloves,2012-03-26
954,955,20120326,19912,4,Accessories,29,Cleaners,2012-03-26
955,956,20120308,19944,4,Accessories,28,Bottles and Cages,2012-03-08
956,957,20120308,19944,4,Accessories,31,Helmets,2012-03-08
957,958,20120320,19948,4,Accessories,28,Bottles and Cages,2012-03-20
958,959,20120329,19952,4,Accessories,31,Helmets,2012-03-29
959,960,20120331,19954,3,Clothing,19,Caps,2012-03-31
960,961,20120331,19954,3,Clothing,23,Socks,2012-03-31
961,962,20120331,19954,3,Clothing,25,Vests,2012-03-31
962,963,20120404,19955,4,Accessories,37,Tires and Tubes,2012-04-04
963,964,20120413,19960,4,Accessories,33,Lights,2012-04-13
964,965,20120320,19961,3,Clothing,19,Caps,2012-03-20
965,966,20120320,19961,4,Accessories,30,Fenders,2012-03-20
966,967,20120320,19961,4,Accessories,31,Helmets,2012-03-20
967,968,20120319,19968,3,Clothing,19,Caps,2012-03-19
968,969,20120319,19968,4,Accessories,36,Pumps,2012-03-19
969,970,20120402,19970,3,Clothing,19,Caps,2012-04-02
970,971,20120404,20148,4,Accessories,37,Tires and Tubes,2012-04-04
971,972,20120229,20153,3,Clothing,19,Caps,2012-02-29
972,973,20120229,20153,4,Accessories,30,Fenders,2012-02-29
973,974,20120406,20157,3,Clothing,25,Vests,2012-04-06
974,975,20120406,20157,4,Accessories,28,Bottles and Cages,2012-04-06
975,976,20120406,20157,4,Accessories,33,Lights,2012-04-06
976,977,20120308,20158,3,Clothing,19,Caps,2012-03-08
977,978,20120308,20158,4,Accessories,28,Bottles and Cages,2012-03-08
978,979,20120308,20158,4,Accessories,29,Cleaners,2012-03-08
979,980,20120314,20213,3,Clothing,22,Shorts,2012-03-14
980,981,20120314,20213,4,Accessories,29,Cleaners,2012-03-14
981,982,20120314,20213,4,Accessories,32,Hydration Packs,2012-03-14
982,983,20120314,20213,4,Accessories,34,Locks,2012-03-14
983,984,20120308,20222,3,Clothing,19,Caps,2012-03-08
984,985,20120308,20222,4,Accessories,29,Cleaners,2012-03-08
985,986,20120327,20234,3,Clothing,22,Shorts,2012-03-27
986,987,20120328,20235,3,Clothing,20,Gloves,2012-03-28
987,988,20120328,20235,4,Accessories,27,Bike Stands,2012-03-28
988,989,20120328,20235,4,Accessories,35,Panniers,2012-03-28
989,990,20120406,20239,4,Accessories,35,Panniers,2012-04-06
990,991,20120406,20239,4,Accessories,37,Tires and Tubes,2012-04-06
991,992,20120316,20241,4,Accessories,33,Lights,2012-03-16
992,993,20120418,20245,4,Accessories,36,Pumps,2012-04-18
993,994,20120418,20245,4,Accessories,37,Tires and Tubes,2012-04-18
994,995,20120326,20248,4,Accessories,32,Hydration Packs,2012-03-26
995,996,20120311,20254,3,Clothing,23,Socks,2012-03-11
996,997,20120412,20264,3,Clothing,21,Jerseys,2012-04-12
997,998,20120408,20299,3,Clothing,23,Socks,2012-04-08
998,999,20120419,20312,4,Accessories,30,Fenders,2012-04-19
999,1000,20120419,20312,4,Accessories,36,Pumps,2012-04-19
1000,1001,20120422,20318,3,Clothing,24,Tights,2012-04-22
1001,1002,20120422,20318,4,Accessories,34,Locks,2012-04-22
1002,1003,20120421,20354,4,Accessories,29,Cleaners,2012-04-21
1003,1004,20120410,20417,3,Clothing,24,Tights,2012-04-10
1004,1005,20120405,20419,3,Clothing,24,Tights,2012-04-05
1005,1006,20120405,20419,4,Accessories,29,Cleaners,2012-04-05
1006,1007,20120405,20419,4,Accessories,37,Tires and Tubes,2012-04-05
1007,1008,20120322,20425,3,Clothing,24,Tights,2012-03-22
1008,1009,20120409,20429,3,Clothing,24,Tights,2012-04-09
1009,1010,20120409,20429,4,Accessories,29,Cleaners,2012-04-09
1010,1011,20120324,20445,4,Accessories,37,Tires and Tubes,2012-03-24
1011,1012,20120302,20460,3,Clothing,25,Vests,2012-03-02
1012,1013,20120321,20492,3,Clothing,23,Socks,2012-03-21
1013,1014,20120424,20517,4,Accessories,31,Helmets,2012-04-24
1014,1015,20120319,20546,4,Accessories,27,Bike Stands,2012-03-19
1015,1016,20120329,20562,4,Accessories,34,Locks,2012-03-29
1016,1017,20120408,20585,3,Clothing,19,Caps,2012-04-08
1017,1018,20120324,20616,3,Clothing,21,Jerseys,2012-03-24
1018,1019,20120324,20616,4,Accessories,35,Panniers,2012-03-24
1019,1020,20120324,20616,4,Accessories,37,Tires and Tubes,2012-03-24
1020,1021,20120402,20627,3,Clothing,21,Jerseys,2012-04-02
1021,1022,20120402,20627,3,Clothing,24,Tights,2012-04-02
1022,1023,20120406,20628,4,Accessories,26,Bike Racks,2012-04-06
1023,1024,20120401,20679,4,Accessories,33,Lights,2012-04-01
1024,1025,20120401,20679,4,Accessories,37,Tires and Tubes,2012-04-01
1025,1026,20120415,20694,3,Clothing,25,Vests,2012-04-15
1026,1027,20120419,20710,4,Accessories,33,Lights,2012-04-19
1027,1028,20120419,20710,4,Accessories,35,Panniers,2012-04-19
1028,1029,20120312,20716,3,Clothing,19,Caps,2012-03-12
1029,1030,20120312,20716,4,Accessories,35,Panniers,2012-03-12
1030,1031,20120415,20740,4,Accessories,37,Tires and Tubes,2012-04-15
1031,1032,20120418,20798,4,Accessories,31,Helmets,2012-04-18
1032,1033,20120417,20812,4,Accessories,27,Bike Stands,2012-04-17
1033,1034,20120321,20820,3,Clothing,23,Socks,2012-03-21
1034,1035,20120413,20828,4,Accessories,26,Bike Racks,2012-04-13
1035,1036,20120413,20828,4,Accessories,36,Pumps,2012-04-13
1036,1037,20120324,20835,3,Clothing,20,Gloves,2012-03-24
1037,1038,20120419,20872,3,Clothing,19,Caps,2012-04-19
1038,1039,20120308,20899,3,Clothing,22,Shorts,2012-03-08
1039,1040,20120402,20916,3,Clothing,25,Vests,2012-04-02
1040,1041,20120307,20925,4,Accessories,34,Locks,2012-03-07
1041,1042,20120322,20943,3,Clothing,18,Bib-Shorts,2012-03-22
1042,1043,20120322,20943,4,Accessories,37,Tires and Tubes,2012-03-22
1043,1044,20120329,20977,3,Clothing,18,Bib-Shorts,2012-03-29
1044,1045,20120329,20977,4,Accessories,33,Lights,2012-03-29
1045,1046,20120312,20997,4,Accessories,27,Bike Stands,2012-03-12
1046,1047,20120402,21000,3,Clothing,23,Socks,2012-04-02
1047,1048,20120410,21045,3,Clothing,19,Caps,2012-04-10
1048,1049,20120313,21060,4,Accessories,26,Bike Racks,2012-03-13
1049,1050,20120408,21148,3,Clothing,19,Caps,2012-04-08
1050,1051,20120408,21148,4,Accessories,30,Fenders,2012-04-08
1051,1052,20120420,21166,4,Accessories,26,Bike Racks,2012-04-20
1052,1053,20120420,21166,4,Accessories,35,Panniers,2012-04-20
1053,1054,20120326,21176,4,Accessories,28,Bottles and Cages,2012-03-26
1054,1055,20120326,21176,4,Accessories,32,Hydration Packs,2012-03-26
1055,1056,20120420,21181,4,Accessories,26,Bike Racks,2012-04-20
1056,1057,20120417,21202,3,Clothing,24,Tights,2012-04-17
1057,1058,20120417,21202,4,Accessories,30,Fenders,2012-04-17
1058,1059,20120301,21219,4,Accessories,37,Tires and Tubes,2012-03-01
1059,1060,20120310,21221,3,Clothing,23,Socks,2012-03-10
1060,1061,20120413,21224,4,Accessories,34,Locks,2012-04-13
1061,1062,20120306,21254,4,Accessories,27,Bike Stands,2012-03-06
1062,1063,20120421,21266,3,Clothing,23,Socks,2012-04-21
1063,1064,20120421,21266,4,Accessories,36,Pumps,2012-04-21
1064,1065,20120401,21295,3,Clothing,21,Jerseys,2012-04-01
1065,1066,20120401,21295,4,Accessories,37,Tires and Tubes,2012-04-01
1066,1067,20120316,21359,4,Accessories,28,Bottles and Cages,2012-03-16
1067,1068,20120408,21366,3,Clothing,21,Jerseys,2012-04-08
1068,1069,20120408,21366,3,Clothing,25,Vests,2012-04-08
1069,1070,20120303,21370,4,Accessories,37,Tires and Tubes,2012-03-03
1070,1071,20120307,21371,3,Clothing,19,Caps,2012-03-07
1071,1072,20120307,21371,4,Accessories,37,Tires and Tubes,2012-03-07
1072,1073,20120421,21377,4,Accessories,37,Tires and Tubes,2012-04-21
1073,1074,20120406,21379,4,Accessories,28,Bottles and Cages,2012-04-06
1074,1075,20120404,21384,4,Accessories,29,Cleaners,2012-04-04
1075,1076,20120417,21555,4,Accessories,26,Bike Racks,2012-04-17
1076,1077,20120321,21558,4,Accessories,31,Helmets,2012-03-21
1077,1078,20120402,21560,4,Accessories,30,Fenders,2012-04-02
1078,1079,20120402,21560,4,Accessories,32,Hydration Packs,2012-04-02
1079,1080,20120324,21562,3,Clothing,18,Bib-Shorts,2012-03-24
1080,1081,20120307,21564,3,Clothing,21,Jerseys,2012-03-07
1081,1082,20120415,21664,3,Clothing,20,Gloves,2012-04-15
1082,1083,20120405,21666,3,Clothing,21,Jerseys,2012-04-05
1083,1084,20120315,21671,3,Clothing,21,Jerseys,2012-03-15
1084,1085,20120315,21671,4,Accessories,26,Bike Racks,2012-03-15
1085,1086,20120421,21681,3,Clothing,23,Socks,2012-04-21
1086,1087,20120401,21684,3,Clothing,22,Shorts,2012-04-01
1087,1088,20120401,21684,4,Accessories,35,Panniers,2012-04-01
1088,1089,20120415,21726,4,Accessories,27,Bike Stands,2012-04-15
1089,1090,20120415,21726,4,Accessories,32,Hydration Packs,2012-04-15
1090,1091,20120415,21726,4,Accessories,37,Tires and Tubes,2012-04-15
1091,1092,20120324,21752,4,Accessories,31,Helmets,2012-03-24
1092,1093,20120318,21815,3,Clothing,19,Caps,2012-03-18
1093,1094,20120318,21815,4,Accessories,30,Fenders,2012-03-18
1094,1095,20120314,21831,3,Clothing,23,Socks,2012-03-14
1095,1096,20120314,21831,3,Clothing,25,Vests,2012-03-14
1096,1097,20120406,21868,3,Clothing,22,Shorts,2012-04-06
1097,1098,20120415,21873,4,Accessories,28,Bottles and Cages,2012-04-15
1098,1099,20120315,21877,4,Accessories,30,Fenders,2012-03-15
1099,1100,20120321,21890,4,Accessories,34,Locks,2012-03-21
1100,1101,20120303,21891,4,Accessories,28,Bottles and Cages,2012-03-03
1101,1102,20120406,21896,3,Clothing,22,Shorts,2012-04-06
1102,1103,20120406,21896,4,Accessories,28,Bottles and Cages,2012-04-06
1103,1104,20120401,21952,4,Accessories,35,Panniers,2012-04-01
1104,1105,20120310,21953,4,Accessories,32,Hydration Packs,2012-03-10
1105,1106,20120421,21957,4,Accessories,30,Fenders,2012-04-21
1106,1107,20120301,21962,4,Accessories,31,Helmets,2012-03-01
1107,1108,20120316,21966,3,Clothing,23,Socks,2012-03-16
1108,1109,20120316,21966,4,Accessories,37,Tires and Tubes,2012-03-16
1109,1110,20120307,21972,3,Clothing,18,Bib-Shorts,2012-03-07
1110,1111,20120307,21972,4,Accessories,26,Bike Racks,2012-03-07
1111,1112,20120307,21972,4,Accessories,28,Bottles and Cages,2012-03-07
1112,1113,20120307,21972,4,Accessories,29,Cleaners,2012-03-07
1113,1114,20120301,21974,3,Clothing,22,Shorts,2012-03-01
1114,1115,20120410,21983,4,Accessories,29,Cleaners,2012-04-10
1115,1116,20120404,21984,4,Accessories,32,Hydration Packs,2012-04-04
1116,1117,20120424,21999,4,Accessories,34,Locks,2012-04-24
1117,1118,20120416,22004,4,Accessories,29,Cleaners,2012-04-16
1118,1119,20120416,22004,4,Accessories,31,Helmets,2012-04-16
1119,1120,20120328,22005,3,Clothing,20,Gloves,2012-03-28
1120,1121,20120328,22005,4,Accessories,37,Tires and Tubes,2012-03-28
1121,1122,20120409,22006,4,Accessories,34,Locks,2012-04-09
1122,1123,20120331,22020,4,Accessories,29,Cleaners,2012-03-31
1123,1124,20120331,22020,4,Accessories,32,Hydration Packs,2012-03-31
1124,1125,20120325,22032,4,Accessories,26,Bike Racks,2012-03-25
1125,1126,20120325,22032,4,Accessories,36,Pumps,2012-03-25
1126,1127,20120404,22050,3,Clothing,20,Gloves,2012-04-04
1127,1128,20120327,22151,4,Accessories,29,Cleaners,2012-03-27
1128,1129,20120427,22167,3,Clothing,22,Shorts,2012-04-27
1129,1130,20120417,22169,4,Accessories,32,Hydration Packs,2012-04-17
1130,1131,20120417,22169,4,Accessories,35,Panniers,2012-04-17
1131,1132,20120406,22196,4,Accessories,34,Locks,2012-04-06
1132,1133,20120402,22198,3,Clothing,25,Vests,2012-04-02
1133,1134,20120402,22198,4,Accessories,30,Fenders,2012-04-02
1134,1135,20120402,22198,4,Accessories,32,Hydration Packs,2012-04-02
1135,1136,20120312,22199,4,Accessories,33,Lights,2012-03-12
1136,1137,20120412,22201,3,Clothing,24,Tights,2012-04-12
1137,1138,20120325,22205,4,Accessories,33,Lights,2012-03-25
1138,1139,20120330,22210,4,Accessories,31,Helmets,2012-03-30
1139,1140,20120329,22214,3,Clothing,22,Shorts,2012-03-29
1140,1141,20120329,22214,4,Accessories,26,Bike Racks,2012-03-29
1141,1142,20120313,22234,4,Accessories,31,Helmets,2012-03-13
1142,1143,20120320,22251,3,Clothing,25,Vests,2012-03-20
1143,1144,20120313,22265,3,Clothing,24,Tights,2012-03-13
1144,1145,20120313,22265,4,Accessories,27,Bike Stands,2012-03-13
1145,1146,20120313,22265,4,Accessories,28,Bottles and Cages,2012-03-13
1146,1147,20120403,22383,3,Clothing,24,Tights,2012-04-03
1147,1148,20120403,22383,4,Accessories,29,Cleaners,2012-04-03
1148,1149,20120330,22400,3,Clothing,21,Jerseys,2012-03-30
1149,1150,20120408,22408,4,Accessories,28,Bottles and Cages,2012-04-08
1150,1151,20120408,22408,4,Accessories,33,Lights,2012-04-08
1151,1152,20120408,22408,4,Accessories,34,Locks,2012-04-08
1152,1153,20120309,22479,3,Clothing,25,Vests,2012-03-09
1153,1154,20120309,22479,4,Accessories,36,Pumps,2012-03-09
1154,1155,20120229,22503,3,Clothing,21,Jerseys,2012-02-29
1155,1156,20120229,22503,4,Accessories,34,Locks,2012-02-29
1156,1157,20120416,22524,3,Clothing,24,Tights,2012-04-16
1157,1158,20120416,22524,4,Accessories,28,Bottles and Cages,2012-04-16
1158,1159,20120422,22573,3,Clothing,24,Tights,2012-04-22
1159,1160,20120302,22582,3,Clothing,18,Bib-Shorts,2012-03-02
1160,1161,20120425,22603,3,Clothing,22,Shorts,2012-04-25
1161,1162,20120425,22603,3,Clothing,25,Vests,2012-04-25
1162,1163,20120308,22615,3,Clothing,21,Jerseys,2012-03-08
1163,1164,20120308,22615,4,Accessories,30,Fenders,2012-03-08
1164,1165,20120308,22615,4,Accessories,32,Hydration Packs,2012-03-08
1165,1166,20120416,22620,3,Clothing,23,Socks,2012-04-16
1166,1167,20120416,22620,4,Accessories,33,Lights,2012-04-16
1167,1168,20120403,22624,4,Accessories,26,Bike Racks,2012-04-03
1168,1169,20120303,22630,3,Clothing,18,Bib-Shorts,2012-03-03
1169,1170,20120303,22630,3,Clothing,20,Gloves,2012-03-03
1170,1171,20120316,22631,3,Clothing,20,Gloves,2012-03-16
1171,1172,20120316,22631,4,Accessories,26,Bike Racks,2012-03-16
1172,1173,20120306,22640,3,Clothing,19,Caps,2012-03-06
1173,1174,20120306,22640,3,Clothing,22,Shorts,2012-03-06
1174,1175,20120411,22840,3,Clothing,18,Bib-Shorts,2012-04-11
1175,1176,20120421,22846,3,Clothing,18,Bib-Shorts,2012-04-21
1176,1177,20120421,22846,4,Accessories,26,Bike Racks,2012-04-21
1177,1178,20120416,22847,3,Clothing,21,Jerseys,2012-04-16
1178,1179,20120316,22849,3,Clothing,18,Bib-Shorts,2012-03-16
1179,1180,20120316,22849,4,Accessories,29,Cleaners,2012-03-16
1180,1181,20120308,22854,3,Clothing,22,Shorts,2012-03-08
1181,1182,20120322,22914,3,Clothing,19,Caps,2012-03-22
1182,1183,20120322,22914,3,Clothing,21,Jerseys,2012-03-22
1183,1184,20120315,22919,4,Accessories,36,Pumps,2012-03-15
1184,1185,20120330,22928,3,Clothing,22,Shorts,2012-03-30
1185,1186,20120330,22928,4,Accessories,30,Fenders,2012-03-30
1186,1187,20120330,22928,4,Accessories,36,Pumps,2012-03-30
1187,1188,20120330,22928,4,Accessories,37,Tires and Tubes,2012-03-30
1188,1189,20120408,22932,3,Clothing,24,Tights,2012-04-08
1189,1190,20120408,22932,4,Accessories,27,Bike Stands,2012-04-08
1190,1191,20120318,22933,4,Accessories,32,Hydration Packs,2012-03-18
1191,1192,20120414,22957,3,Clothing,24,Tights,2012-04-14
1192,1193,20120405,22960,3,Clothing,18,Bib-Shorts,2012-04-05
1193,1194,20120405,22960,4,Accessories,36,Pumps,2012-04-05
1194,1195,20120312,22973,3,Clothing,19,Caps,2012-03-12
1195,1196,20120312,22973,4,Accessories,31,Helmets,2012-03-12
1196,1197,20120419,23012,4,Accessories,31,Helmets,2012-04-19
1197,1198,20120321,23014,4,Accessories,32,Hydration Packs,2012-03-21
1198,1199,20120229,23076,3,Clothing,20,Gloves,2012-02-29
1199,1200,20120329,23083,4,Accessories,28,Bottles and Cages,2012-03-29
1200,1201,20120329,23083,4,Accessories,35,Panniers,2012-03-29
1201,1202,20120407,23084,4,Accessories,27,Bike Stands,2012-04-07
1202,1203,20120407,23084,4,Accessories,30,Fenders,2012-04-07
1203,1204,20120407,23084,4,Accessories,37,Tires and Tubes,2012-04-07
1204,1205,20120411,23086,3,Clothing,24,Tights,2012-04-11
1205,1206,20120411,23087,4,Accessories,35,Panniers,2012-04-11
1206,1207,20120229,23094,3,Clothing,20,Gloves,2012-02-29
1207,1208,20120314,23097,3,Clothing,21,Jerseys,2012-03-14
1208,1209,20120314,23097,3,Clothing,24,Tights,2012-03-14
1209,1210,20120424,23098,3,Clothing,23,Socks,2012-04-24
1210,1211,20120424,23098,3,Clothing,25,Vests,2012-04-24
1211,1212,20120424,23098,4,Accessories,30,Fenders,2012-04-24
1212,1213,20120327,23101,3,Clothing,23,Socks,2012-03-27
1213,1214,20120327,23101,3,Clothing,24,Tights,2012-03-27
1214,1215,20120327,23101,4,Accessories,27,Bike Stands,2012-03-27
1215,1216,20120417,23103,3,Clothing,25,Vests,2012-04-17
1216,1217,20120312,23114,3,Clothing,21,Jerseys,2012-03-12
1217,1218,20120312,23114,3,Clothing,23,Socks,2012-03-12
1218,1219,20120416,23121,3,Clothing,21,Jerseys,2012-04-16
1219,1220,20120416,23121,4,Accessories,28,Bottles and Cages,2012-04-16
1220,1221,20120305,23123,4,Accessories,32,Hydration Packs,2012-03-05
1221,1222,20120331,23159,3,Clothing,24,Tights,2012-03-31
1222,1223,20120423,23172,3,Clothing,22,Shorts,2012-04-23
1223,1224,20120423,23172,4,Accessories,36,Pumps,2012-04-23
1224,1225,20120413,23223,4,Accessories,33,Lights,2012-04-13
1225,1226,20120413,23223,4,Accessories,36,Pumps,2012-04-13
1226,1227,20120411,23247,4,Accessories,27,Bike Stands,2012-04-11
1227,1228,20120324,23271,4,Accessories,35,Panniers,2012-03-24
1228,1229,20120306,23306,4,Accessories,37,Tires and Tubes,2012-03-06
1229,1230,20120320,23314,4,Accessories,33,Lights,2012-03-20
1230,1231,20120306,23315,4,Accessories,26,Bike Racks,2012-03-06
1231,1232,20120306,23315,4,Accessories,33,Lights,2012-03-06
1232,1233,20120306,23315,4,Accessories,35,Panniers,2012-03-06
1233,1234,20120412,23343,3,Clothing,20,Gloves,2012-04-12
1234,1235,20120412,23343,4,Accessories,35,Panniers,2012-04-12
1235,1236,20120412,23343,4,Accessories,37,Tires and Tubes,2012-04-12
1236,1237,20120328,23348,4,Accessories,26,Bike Racks,2012-03-28
1237,1238,20120328,23348,4,Accessories,27,Bike Stands,2012-03-28
1238,1239,20120328,23348,4,Accessories,31,Helmets,2012-03-28
1239,1240,20120317,23350,3,Clothing,19,Caps,2012-03-17
1240,1241,20120317,23350,4,Accessories,30,Fenders,2012-03-17
1241,1242,20120416,23378,3,Clothing,25,Vests,2012-04-16
1242,1243,20120412,23415,3,Clothing,25,Vests,2012-04-12
1243,1244,20120307,23416,3,Clothing,22,Shorts,2012-03-07
1244,1245,20120301,23417,3,Clothing,19,Caps,2012-03-01
1245,1246,20120301,23417,4,Accessories,28,Bottles and Cages,2012-03-01
1246,1247,20120301,23417,4,Accessories,30,Fenders,2012-03-01
1247,1248,20120331,23419,3,Clothing,20,Gloves,2012-03-31
1248,1249,20120331,23419,3,Clothing,21,Jerseys,2012-03-31
1249,1250,20120331,23419,3,Clothing,24,Tights,2012-03-31
1250,1251,20120407,23426,4,Accessories,33,Lights,2012-04-07
1251,1252,20120324,23428,4,Accessories,31,Helmets,2012-03-24
1252,1253,20120401,23487,3,Clothing,19,Caps,2012-04-01
1253,1254,20120401,23487,4,Accessories,29,Cleaners,2012-04-01
1254,1255,20120310,23503,4,Accessories,31,Helmets,2012-03-10
1255,1256,20120310,23503,4,Accessories,36,Pumps,2012-03-10
1256,1257,20120421,23521,3,Clothing,24,Tights,2012-04-21
1257,1258,20120421,23521,4,Accessories,29,Cleaners,2012-04-21
1258,1259,20120306,23528,3,Clothing,25,Vests,2012-03-06
